Rgs20
Usp1
Dab1
Plpp3
Dhcr24
Tmem59
Lrp8
Echdc2
Spata6
Stil
Efcab14
Pik3r3
Gpbp1l1
Prdx1
Ppt1
Rspo1
Grik3
Clspn
Sfpq
Csmd2
Ak2
Fndc5
Rpa2
Wasf2
Paqr7
Id3
Camk2n1
Rcc2
Padi2
Mfap2
Dhrs3
Fbxo2
Ctnnbip1
Eno1
Acot7
Hes5
Zfp804b
Dbf4
Grm3
Ccdc146
Reln
Tyms
Hadha
Lrpap1
Nsg1
Slc2a9
Hs3st1
Prom1
Ldb2
Ppargc1a
Arap2
Rell1
Rfc1
Ugdh
Gabrg1
Gabra2
Gabra4
Lnx1
Hopx
Igfbp7
Epha5
Cenpc1
Antxr2
Prkg2
Rasgef1b
A930011G23Rik
Sparcl1
Evi5
Pxmp2
Fbrsl1
Pus1
Dynll1
Srrm4
Tpcn1
Cux2
Vps37b
Abcb9
Mphosph9
Cdk2ap1
Ncor2
Ubc
Tmem132cos
Tmem132d
Psph
Phkg1
Auts2
Limk1
Eln
Hip1
Ywhag
Cux1
Mcm7
Zfp68
Ttyh3
Mmd2
Actb
Ankrd61
N4bp2l1
Rfc3
Cdk6
Tmem243
Sema3d
Sema3a
Sema3c
Gsap
Lhfpl3
Dpp6
Insig1
Hadhb
Cenpa
Ywhah
Fgfr3
Crmp1
Cd38
Lap3
Ncapg
Pi4k2b
Rbpj
Pcdh7
0610040J01Rik
Klf3
Klhl5
N4bp2
Uchl1
Limch1
Gabrb1
Pdgfra
Rest
Dck
Slc4a4
Pf4
Mthfd2l
Parm1
Shroom3
Fras1
Bmp2k
Prdm8
Ptpn13
Chek2
Ttc28
Mn1
Cit
Tesc
Hrk
P2rx4
Orai1
Setd1b
2810006K23Rik
Tmem132b
Tmem132c
Baz1b
Tsc22d4
Lfng
Amz1
Kdelr2
Nptx2
B3glct
Brca2
Bet1
Pon2
Slc25a13
Thsd7a
2610001J05Rik
Gm4876
Cttnbp2
Tspan12
Pot1a
Zfp800
Plxna4
Ptn
Creb3l2
Hipk2
Kdm7a
Dennd2a
Ezh2
Pdia4
Tmem176b
Hibadh
Neurod6
Pde1c
Nap1l5
Snca
Kdm3a
Tcf7l1
Tmsb10
Dnah6
Hk2
Cyp26b1
Sfxn5
Cml1
Antxr1
Cfap100
Wnt7a
Adamts9
Magi1
Lrig1
Suclg2
Frmd4b
Foxp1
Gm20696
Pdzrn3
Vgll4
Timp4
Zfp422
Ankrd26
Wnt5b
Apobec1
Cd9
Ntf3
Rad51ap1
Ccnd2
Tspan9
Tulp3
BC048546
Dusp16
Grin2b
Rerg
Eps8
Lmo3
Abcc9
Sox5
Itpr2
Fam60a
Col1a2
Nxph1
Tmem106b
Foxp2
Mdfic
Cav2
Cav1
Kcnd2
Ptprz1
Ccdc136
Smo
Mest
Cald1
Casp2
Cntnap2
Creb5
Adcyap1r1
Fkbp9
Grid2
Ndnf
Prdm5
Gng12
Krcc1
Rtkn
Emx1
Alms1
Tgfa
Aak1
Mgll
Aldh1l1
Fbln2
Slc6a6
Lrrn1
Bhlhe40
Lmcd1
Cpne9
Irak2
Slc6a11
Slc6a1
Atg7
Cand2
Kdm5a
Cecr2
Slc25a18
A2m
Lpcat3
Cdca3
Lockd
Emp1
Ptpro
Pde3a
Slco1c1
3010003L21Rik
2810474O19Rik
9430041J12Rik
Tnnt1
Sepw1
Npas1
Gm26802
Fosb
Apoe
Pou2f2
Erf
Lipe
Bckdha
Axl
Mia
Dll3
Ryr1
Fxyd7
Fxyd1
Kctd15
Zfp536
Fcgrt
E2f8
Gabra5
Snrpn
RP23-407N2.2
Gm9801
Tjp1
Nr2f2
A730056A06Rik
Chd2
Mfge8
Rlbp1
Rhcg
Idh2
Cib1
Crtc3
Emsy
Rnf121
Hbb-bs
Tpp1
Lmo1
Dkk3
Sox6
Arl6ip1
Gprc5b
Crym
Gsg1l
Aldoa
Kif22
Sept1
Bcl7c
Pycard
Mcmbp
Fgfr2
Oat
Fam53b
Mki67
Caly
Ifitm2
Rnh1
Cdkn1c
Ano1
Ttyh1
Zfp606
Lig1
Trappc6a
Blvrb
Sertad3
Sirt2
Gm26604
Ppp1r14a
Zfp30
Slc7a10
Tshz3
Etfb
Slc17a7
Tead2
Ldha
Slc17a6
Luzp2
Mtmr10
Mcee
Vimp
Chsy1
Rgma
Klhl25
Abhd2
AI854517
RP23-207N5.2
Sema4b
Prc1
Adamtsl3
Grm5
Ctsc
Ccdc90b
Tenm4
Ndufc2
P4ha3
Numa1
Rrm1
Olfml1
Zfp143
Wee1
Swap70
Ampd3
Tead1
Spon1
Insc
Xylt1
Tmem159
Prkcb
Hs3st4
Gdpd3
Bag3
Plpp4
Htra1
Dock1
Ptpre
Adgra1
Tmem80
Tspan4
Cd81
Elavl1
Col4a1
Grtp1
Rasa3
Ckap2
Adam9
Plekha2
Tacc1
Unc5d
Nrg1
Mtus1
Asah1
Neil3
Cpe
Msmo1
Csgalnact1
Lzts1
Zfp868
Ncan
Pgpep1
Smad1
Smarca5
Gab1
Gm16183
Nfix
Zfp423
Brd7
Sall1
Tox3
Cmtm4
Tppp3
Zdhhc1
Lcat
Slc12a4
Calb2
Adamts18
Slc7a5
Cbfa2t3
2310022B05Rik
2810004N23Rik
Col4a2
Lamp1
Kbtbd11
Slc20a2
Plat
Sfrp1
Fgfr1
Rnf122
Mfhas1
D8Ertd82e
Micu3
Slc7a2
Pdgfrl
Fat1
Sorbs2
Pdlim3
Irf2
Vegfc
Fbxo8
Scrg1
Hmgb2
Mfap3l
Spock3
Naf1
Nr2c2ap
Borcs8
Crlf1
Rab3a
Slc27a1
Tpm4
Nwd1
Inpp4b
Asf1b
Gpt2
Nkd1
Chd9
Mt3
Mt2
Mt1
Cx3cl1
Adgrg1
Mmp15
Ndrg4
Cbfb
Nfat5
Zfhx3
Hydin
Dynlrb2
Cenpn
Cdh13
Necab2
Gse1
Cdt1
Tubb3
Kcnk1
Nrp1
Itgb1
Yap1
Arhgap42
Cep57
Amotl1
Ccdc67
Dnmt1
Tmed1
Spc24
Dpy19l1
Jam3
Ntm
Aplp2
St3gal4
Nrgn
Ubash3b
Sorl1
Tecta
Tbcel
Nlrx1
Ncam1
Acsbg1
Tspan3
Islr2
Loxl1
Kif23
Glce
Smad6
Tpm1
Ccnb2
Fam63b
Tcf12
Tex9
Scg3
Lrrc1
Phip
Lca5
Snap91
Zic1
1190002N15Rik
Pls1
Rasa2
Mras
Ephb1
1300017J02Rik
Gnai2
Slc38a3
Dag1
Cmtm7
Stt3b
Rbms3
Cmc1
Cck
Pdgfd
Maml2
Fam76b
Sesn3
Taf1d
Gm26733
Bmper
Eepd1
Ncapd3
Ets1
Cdon
Tmem218
Hepacam
Clmp
Hspa8
Pvrl1
Thy1
Usp2
Il18
Crabp1
Rcn2
Cspg4
Uaca
Tipin
Megf11
Igdcc4
Igdcc3
2810417H13Rik
Dapk2
Rps27l
Rora
Anxa2
Myo1e
Mns1
Fam214a
Elovl5
Myo6
Tpbg
Zic4
Plscr4
Plod2
Slc9a9
Tfdp2
Rbp1
Stag1
Amotl2
Cpne4
Rhoa
Cdc25a
Cspg5
Eomes
Golga4
Itga9
Acvr2b
Limd1
Porcn
Bcor
Fundc1
Klhl13
Cul4b
Tenm1
Hs6st2
Gpc4
Fgf13
Prkx
Prrg1
Phka1
Xist
Magt1
Hmgn5
Tsc22d3
Col4a6
Ammecr1
Dcx
Amot
Kantr
Sat1
Prdx4
Nhs
Glra2
Rab9
Tmsb4x
Syp
Pcsk1n
Tspan7
Slc25a5
Slitrk2
Aff2
Mamld1
Hmgb3
Nsdhl
Tmem47
Dmd
Msn
Igbp1
Kif4
Jpx
Dach2
Pcdh11x
Cstf2
Col4a5
Sh3kbp1
Pir
Gpm6b
Uty
Kdm5d
Erdr1
